identifier,gidro_num,namelong,lat,lon,namewater,codbasin
03222,3222,УСТЬ-МИЛЬ (ГП ПРИ УСТЬ-МИЛЬ Г) - Р.АЛДАН,59.63,133.03,Р.АЛДАН,173
03223,3223,ЧАРАН - Р.АЛДАН,60.38,134.45,Р.АЛДАН,173
03224,3224,ЭЛЬДИКАН - Р.АЛДАН,60.78,135.0,Р.АЛДАН,173
03225,3225,ОХОТСКИЙ ПЕРЕВОЗ - Р.АЛДАН,61.8666666666667,135.5,Р.АЛДАН,173
03225,3225,ОХОТСКИЙ ПЕРЕВОЗ (ГП ПРИ ОХОТСКИЙ ПЕРЕВОЗ Г) - Р.АЛДАН,61.87,135.5,Р.АЛДАН,173
03228,3228,КРЕСТ-ХАЛЬДЖАЙ (ГП ПРИ КРЕСТ-ХАЛЬДЖАЙ М) - Р.АЛДАН,62.82,134.43,Р.АЛДАН,173
03229,3229,ВЕРХОЯНСКИЙ ПЕРЕВОЗ (ГП ПРИ ВЕРХ.ПЕР. М) - Р.АЛДАН,63.31,132.01,Р.АЛДАН,173
03230,3230,БАТАМАЙ (ГП ПРИ БАТАМАЙ М) - Р.АЛДАН,63.5166666666667,129.483333333333,Р.АЛДАН,173
03232,3232,ХРУСТАЛЬНЫЙ - Р.СУОН-ТИИТ,58.06,123.71,Р.СУОН-ТИИТ,173
03234,3234,БОЛЬШОЙ НИМНЫР - Р.УЛАХАН НЬЫМНЬЫЫР,58.05,125.48,Р.УЛАХАН НЬЫМНЬЫЫР,173
03237,3237,ЯКОКИТ - Р.ЯКОКИТ,58.9,125.8,Р.ЯКОКИТ,173
03239,3239,ХАНДЫГА - Р.АЛДАН,62.62,135.48,Р.АЛДАН,173
03245,3245,"1,8 КМ ОТ УСТЬЯ (РАДИО-УРУЙЭТЭ) - Р.РАДИО-УРУЙЭТЭ",58.97,126.27,Р.РАДИО-УРУЙЭТЭ,173
03246,3246,НАГОРНЫЙ (ГП ПРИ НАГОРНЫЙ М) - Р.ТИМПТОН,55.97,124.88,Р.ТИМПТОН,173
03247,3247,УСТЬ-БАРАЛАС - Р.ТИМПТОН,56.95,125.45,Р.ТИМПТОН,173
03248,3248,УСТЬ-ТИМПТОН - Р.ТИМПТОН,58.65,127.05,Р.ТИМПТОН,173
03250,3250,ЗОЛОТИНКА - р. Иенгра,56.22,124.83,р. Иенгра,173
03252,3252,ЧУЛЬМАН - р. Чульман,56.83,124.87,р. Чульман,173
03254,3254,НЕРЮНГРИ - Р.BЕРХНЯЯ НЕРЮНГА,56.68,124.7,Р.BЕРХНЯЯ НЕРЮНГА,173
03257,3257,ГРЕМУЧИЙ - Р.БАРЫЛАС,56.97,125.38,Р.БАРЫЛАС,173
03258,3258,ХАТЫМИ - Р.БОЛЬШАЯ ХАТАМИ,57.37,124.9,Р.БОЛЬШАЯ ХАТАМИ,173
03259,3259,МАРТИТОВЫЙ - РУЧ.СИBАГЛИ,57.4,124.9,РУЧ.СИBАГЛИ,173
03261,3261,ЫЛЛЫМАХ - Р.БОЛЬШОЙ ЫЛЛЫМАХ,58.58,126.7,Р.БОЛЬШОЙ ЫЛЛЫМАХ,173
03263,3263,СОБОЛИНЫЙ - Р.МАЛЫЙ ЫЛЛЫМАХ,58.65,127.03,Р.МАЛЫЙ ЫЛЛЫМАХ,173
03264,3264,ЧЮЛЬБЮ (ГП ПРИ ЧЮЛЬБЮ М) - Р.УЧУР,57.77,130.9,Р.УЧУР,173
03268,3268,НЕЛЬКАН (ГП ПРИ НЕЛЬКАН М) - Р.МАЯ,57.65,136.15,Р.МАЯ,173
03268,3268,НЕЛЬКАН - Р.МАЯ,57.65,136.15,Р.МАЯ,173
03269,3269,АИМ - Р.МАЯ,58.7666666666667,134.25,Р.МАЯ,173
03270,3270,УСТЬ-ЮДОМА (ГП ПРИ УСТЬ-ЮДОМА М) - Р.МАЯ,59.18,135.15,Р.МАЯ,173
03271,3271,ЧАБДА - р. Мая,59.78,134.82,р. Мая,173
03272,3272,ЮГОРЁНОК - Р.ЮДОМА,59.75,137.67,Р.ЮДОМА,173
03277,3277,АЛЛАХ - Р.АЛЛАХ-ЮНЬ,60.68,135.03,Р.АЛЛАХ-ЮНЬ,173
03283,3283,"3,0 КМ ОТ УСТЬЯ (ПОДГОРНЫЙ) - РУЧ.ПОДГОРНЫЙ",61.8966694444444,135.526666666667,РУЧ.ПОДГОРНЫЙ,173
03291,3291,БУЯГА (ГП ПРИ БУЯГА М) - Р.АМГА,59.67,127.05,Р.АМГА,173
03292,3292,АМГА - Р.АМГА,60.9,131.983333333333,Р.АМГА,173
03293,3293,ТЕРЮТЬ - Р.АМГА,62.22,134.12,Р.АМГА,173
03296,3296,ТОМПО (ГП ПРИ ТОМПО М) - Р.ТОМПО,63.95,135.86,Р.ТОМПО,173
03564,3564,СНЕЖНЫЙ - Р.МАЛЫЙ БЕРКАКИТ,56.68,124.7,Р.МАЛЫЙ БЕРКАКИТ,173
03596,3596,БЕЛЬКАЧИ - Р.АЛДАН,59.2,131.92,Р.АЛДАН,173
03627,3627,ТЕПЛЫЙ - Р.ЧУЛЬМАН,56.67,124.68,Р.ЧУЛЬМАН,173
03915,3915,ЫТЫК-КЮЕЛЬ - ОЗ.ЫТЫК-КЮЕЛЬ,62.37,133.55,ОЗ.ЫТЫК-КЮЕЛЬ,173
03307,3307,ВТОРОЙ СТАНОК - Р.КЭНКЭМЭ,62.05,128.92,Р.КЭНКЭМЭ,174
03310,3310,УСТЬ-АМБАРДАХ - Р.BИЛЮЙ,64.08,109.58,Р.BИЛЮЙ,174
03315,3315,ЧЕРНЫШЕВСКИЙ - ВДХР. ВИЛЮЙСКОЕ,63.03,112.48,ВДХР. ВИЛЮЙСКОЕ,174
03315,3315,СЮЛЬДЮКАР - Р.BИЛЮЙ,63.23,113.7,Р.BИЛЮЙ,174
03319,3319,КРЕСТЯХ (ГП ПРИ КРЕСТЯХ М) - Р.BИЛЮЙ,62.27,116.15,Р.BИЛЮЙ,174
03321,3321,СУНТАР - Р.BИЛЮЙ,62.17,117.65,Р.BИЛЮЙ,174
03321,3321,СУНТАР (ГП ПРИ СУНТАР Г) - Р.BИЛЮЙ,62.15,117.65,Р.BИЛЮЙ,174
03323,3323,НЮРБА - Р.BИЛЮЙ,63.28,118.33,Р.BИЛЮЙ,174
03325,3325,ВЕРХНЕВИЛЮЙСК (ГП ПРИ ВЕХНЕВИЛЮЙСК АМСГ) - Р.ВИЛЮЙ,63.45,120.32,Р.ВИЛЮЙ,174
03327,3327,ВИЛЮЙСК - Р.BИЛЮЙ,63.77,121.62,Р.BИЛЮЙ,174
03329,3329,ХАТЫРЫК-ХОМО (ГП ПРИ ХАТЫРЫК-ХОМО М) - Р.BИЛЮЙ,63.95,124.83,Р.BИЛЮЙ,174
03330,3330,ПРОМЫШЛЕННЫЙ - Р.BИЛЮЙ,65.2,126.38,Р.BИЛЮЙ,174
03334,3334,ЧОНА - Р.ЧОНА,61.76,109.6,Р.ЧОНА,174
03341,3341,СЮРЯХ-ХАЯ - Р.АХТАРАНДА,63.38,112.08,Р.АХТАРАНДА,174
03344,3344,ЯСНЫЙ - Р.БАТЫР,63.37,111.93,Р.БАТЫР,174
03355,3355,ЗАХАР - Р.УЛАХАН БОТУОБУЙА,62.72,112.62,Р.УЛАХАН БОТУОБУЙА,174
03357,3357,ХАЙАЛААХ - Р.АЛЛАРАА-БИЛИР,62.55,110.6,Р.АЛЛАРАА-БИЛИР,174
03360,3360,КЕМПЕНДЯЙ - Р. КЭМПЭНДЭЭЙИ,62.02,118.63,Р. КЭМПЭНДЭЭЙИ,174
03365,3365,ШАЛАГОНЦЫ (ГП ПРИ ШЕЛАГОНЦЫ М) - Р.МАРХА,66.25,114.28,Р.МАРХА,174
03366,3366,ЧУМПУРУК (ГП ПРИ ЧУМПУРУК М) - Р.МАРХА,64.23,116.92,Р.МАРХА,174
03367,3367,МАЛЫКАЙ - Р.МАРХА,63.5,117.03,Р.МАРХА,174
03383,3383,ХАБАРДИНО (ГП ПРИ ХАБАРДИНО М) - Р.МОРКОКА,64.6,112.52,Р.МОРКОКА,174
03390,3390,ЧАЙ - Р.ТАНГНАРЫ,63.82,123.57,Р.ТАНГНАРЫ,174
03560,3560,ДАЛЬНИЙ - Р.УЛАХАН-ЭДЬЭК,63.58,110.05,Р.УЛАХАН-ЭДЬЭК,174
03579,3579,ЛАВИНДА - Р.ЧУРКУО,63.32,109.42,Р.ЧУРКУО,174
03597,3597,УЛАР - Р.ДЬЭКИНДЭ,62.7,110.55,Р.ДЬЭКИНДЭ,174
03625,3625,МАЙСКИЙ - Р.ИЧОДА,61.63,111.17,Р.ИЧОДА,174
03903,3903,ЭЙК (ОГП ПРИ ЭЙК М) - ОЗ.ЭЙК,66.03,117.4,ОЗ.ЭЙК,174
03906,3906,АРЫКТАХ - ОЗ.НЕДЖЕЛИ,63.57,125.25,ОЗ.НЕДЖЕЛИ,174
03908,3908,ТУОЙ-ХАЯ (ОГП ПРИ ТУОЙ-ХАЯ М) - ВДХР.BИЛЮЙСКОЕ,62.53,111.23,ВДХР.BИЛЮЙСКОЕ,174
03909,3909,ЧЕРНЫШЕВСКИЙ - ВДХР.BИЛЮЙСКОЕ,63.03,112.48,ВДХР.BИЛЮЙСКОЕ,174
03910,3910,КУСАГАН - ВДХР.BИЛЮЙСКОЕ,62.95,111.7,ВДХР.BИЛЮЙСКОЕ,174
03912,3912,ШЕЯ - ОЗ.ШЕЯ,62.83,117.53,ОЗ.ШЕЯ,174
03940,3940,ОРЖОК - ВДХР.BИЛЮЙСКОЕ,63.15,110.13,ВДХР.BИЛЮЙСКОЕ,174
03941,3941,ЮЛЭГИИР - BДХР.BИЛЮЙСКОЕ,63.13,110.77,BДХР.BИЛЮЙСКОЕ,174
03942,3942,УСТЬ-ИЧОДА - ВДХР.BИЛЮЙСКОЕ,62.0166666666667,111.2,ВДХР.BИЛЮЙСКОЕ,174
03398,3398,ЕРЕМЕЙКА (ГП ПРИ КЮСЮР Г-2) - Р.ЕРЕМЕЙКА,70.68,127.4,Р.ЕРЕМЕЙКА,175
03825,3825,ХАБАРОВА (ГП ПРИ ХАБАРОВА Г) - Р.ЛЕНА,72.4,126.35,Р.ЛЕНА,175
03825,3825,ИМ.Ю.А.ХАБАРОВА - Р.ЛЕНА,72.4,126.35,Р.ЛЕНА,175
03401,3401,ВОЛОЧАНКА - Р.ХЕТА,70.9667,94.5,Р.ХЕТА,176
03401,3401,ВОЛОЧАНКА (ГП ПРИ ВОЛОЧАНКА М) - Р.ХЕТА,70.96,94.5,Р.ХЕТА,176
03403,3403,ДЖАЛИНДА (ГП ПРИ ДЖАЛИНДА М) - Р.МАЛАЯ КУОНАПКА,70.13,113.97,Р.МАЛАЯ КУОНАПКА,176
03404,3404,ЯРОЛЬИН (ГП ПРИ ЯРОЛЬИН М) - Р.ОЛЕНЕК,67.13,108.53,Р.ОЛЕНЕК,176
03405,3405,ОЛЕНЕК (ГП ПРИ ОЛЕНЕК АЭ) - Р.ОЛЕНЕК,68.5,112.43,Р.ОЛЕНЕК,176
03407,3407,СУХАНА (ГП ПРИ СУХАНА М) - Р.ОЛЕНЕК,68.62,118.33,Р.ОЛЕНЕК,176
03616,3616,ПУР (ГП ПРИ ТЮМЯТИ Г) - Р.БУУР,71.78,123.32,Р.БУУР,176
03801,3801,САСКЫЛАХ (ГП ПРИ САСКЫЛАХ АМСГ) - Р.АНАБАР,71.96,114.08,Р.АНАБАР,176
03802,3802,ХАТАНГА - Р.ХАТАНГА,71.9836138888889,102.47,Р.ХАТАНГА,176
03809,3809,УСТЬЕ Р.ТАЙМЫЫЛЫЫР - Р.ТАЙМЫЫЛЫЫР,71.93,123.57,Р.ТАЙМЫЫЛЫЫР,176
03811,3811,"7,5 КМ НИЖЕ УСТЬЯ Р.БУУР (ГП ПРИ ТЮМЯТИ Г) - Р.ОЛЕНЕК",71.5,123.58,Р.ОЛЕНЕК,176
03812,3812,ТЮМЯТИ (ГП ПРИ ТЮМЯТИ Г) - Р.ОЛЕНЕК,71.92,123.57,Р.ОЛЕНЕК,176
03812,3812,ТЮМЯТИ - Р.ОЛЕНЕК,71.91,123.56,Р.ОЛЕНЕК,176
03814,3814,ТАЙМЫЛЫР - Р.ОЛЕНЕК,72.61,122.1,Р.ОЛЕНЕК,176
03816,3816,УСТЬ-ОЛЕНЕК (ГП ПРИ М УСТЬ-ОЛЕНЕК) - Р.ОЛЕНЕК,73.0,119.87,Р.ОЛЕНЕК,176
03414,3414,ВЕРХОЯНСК (ГП ПРИ ВЕРХОЯНСК ОГМС) - Р.ЯНА,67.56,133.4,Р.ЯНА,177
03414,3414,ВЕРХОЯНСК - Р. ЯНА,67.57,133.4,Р. ЯНА,177
03416,3416,БАТАГАЙ - Р.ЯНА,67.65,134.68,Р.ЯНА,177
03420,3420,САЙДЫ - Р.ЯНА,68.66,134.5,Р.ЯНА,177
03422,3422,ЮНКЮР - Р.САРТАНГ,66.3,132.82,Р.САРТАНГ,177
03424,3424,БАЛА - Р.САРТАНГ,67.1,133.92,Р.САРТАНГ,177
03429,3429,ЕКЮЧЧЮ (ГП ПРИ ЕКЮЧЮ М) - Р. ДУЛГАЛААХ,66.77,131.6,Р. ДУЛГАЛААХ,177
03430,3430,ТОМТОР (ДУЛГАЛАХСКИЙ) - Р.ДУЛГАЛААХ,67.12,132.13,Р.ДУЛГАЛААХ,177
03431,3431,ЕКЮЧЧЮ (ТИНЭГЭ) - Р. ТИНЭГЭ,66.67,131.58,Р. ТИНЭГЭ,177
03433,3433,ВЕРХОЯНСК (ХОПТОЛОХ) - РУЧ.ХОПТОЛООХ,67.53,133.4,РУЧ.ХОПТОЛООХ,177
03443,3443,УСТЬ-ЧАРКЫ (ГП ПРИ УСТЬ-ЧАРКЫ М) - р. Адыча,66.8,136.68,р. Адыча,177
03445,3445,УРДЮК-КУМАХ - Р.АДЫЧА,68.02,135.28,Р.АДЫЧА,177
03446,3446,УСТЬ-КУЙГА (ГП ПРИ КУЙГА АМСГ) - Р.ЯНА,70.03,135.67,Р.ЯНА,177
03479,3479,ТОМТОР (БУРАЛАХСКИЙ) - Р.БОРУУАЛААХ,67.15,134.67,Р.БОРУУАЛААХ,177
03480,3480,ТУРАГАС - Р.ТУРАГАС,67.11,134.65,Р.ТУРАГАС,177
03483,3483,АСАР - Р.БЫТАНТАЙ,68.62,134.12,Р.БЫТАНТАЙ,177
03487,3487,ОЙМЯКОН - Р.ИНДИГИРКА,63.47,142.82,Р.ИНДИГИРКА,177
03488,3488,ЮРТЫ (ГП ПРИ ЮРТЫ М) - Р.ИНДИГИРКА,64.05,141.88,Р.ИНДИГИРКА,177
03489,3489,ИНДИГИРСКИЙ (ГП ПРИ ИНДИГИРКА Г) - Р.ИНДИГИРКА,63.53,143.12,Р.ИНДИГИРКА,177
03489,3489,ИНДИГИРКА - Р.ИНДИГИРКА,63.53,143.12,Р.ИНДИГИРКА,177
03491,3491,УСТЬ-МОМА - Р.ИНДИГИРКА,66.5,143.27,Р.ИНДИГИРКА,177
03494,3494,БЕЛАЯ ГОРА - Р.ИНДИГИРКА,68.36,146.35,Р.ИНДИГИРКА,177
03499,3499,УСТЬЕ Р.САХАРЫНЬЯ - Р.СУНТАР,63.33,141.37,Р.СУНТАР,177
03501,3501,"0,2 КМ ОТ УСТЬЯ (САХАРЫНЬЯ) - Р. САХАРЫНЬЯ",63.3333333333333,141.366666666667,Р. САХАРЫНЬЯ,177
03503,3503,АГАЯКАН (ГП ПРИ АГАЯКАН М) - Р.АГАЯКАН,63.33,141.73,Р.АГАЯКАН,177
03507,3507,"5,0 КМ ВЫШЕ УСТЬЯ Р.АРТЫК-ЮРЯХ - Р. ЭЛЬГИ",64.4,142.0,Р. ЭЛЬГИ,177
03510,3510,БОЛЬШОЙ АРТЫК-ЮРЯХ - Р. АРТЫК-ЮРЯХ,64.47,141.87,Р. АРТЫК-ЮРЯХ,177
03515,3515,ГРАНИТ - руч.Чаптахай,64.53,143.15,руч.Чаптахай,177
03516,3516,РЕМПУНКТ - Р.АМБАР-ЮРЮЕТЭ(ДУНАЙ),64.52,143.12,Р.АМБАР-ЮРЮЕТЭ(ДУНАЙ),177
03518,3518,АЛА-ЧУБУК - Р.НЕРА,64.43,144.37,Р.НЕРА,177
03520,3520,ДЕЛЯНКИР (ГП ПРИ ДЕЛЯНКИР М) - Р.ДЕЛЯНКИР,63.83,145.6,Р.ДЕЛЯНКИР,177
03527,3527,"0,3 КМ ОТ УСТЬЯ (БЛИЖНИЙ) - РУЧ.БЛИЖНИЙ",64.4466694444444,144.300002777778,РУЧ.БЛИЖНИЙ,177
03861,3861,ЮБИЛЕЙНАЯ - Р.ЯНА,70.77,136.22,Р.ЯНА,177
03861,3861,ЮБИЛЕЙНАЯ (ГП ПРИ ЮБИЛЕЙНАЯ Г) - Р.ЯНА,70.77,136.22,Р.ЯНА,177
03864,3864,"НИЖНЕЯНСК (ГП) - Р.ЯНА,ДЕЛЬТА,ПРОТ.ГЛАВНОЕ РУСЛО",71.42,136.08,"Р.ЯНА,ДЕЛЬТА,ПРОТ.ГЛАВНОЕ РУСЛО",177
03881,3881,АРГАХТАХ - р.АЛАЗЕЯ,68.5,153.42,р.АЛАЗЕЯ,177
03882,3882,АНДРЮШКИНО (ГП ПРИ АНДРЮШКИНО АМСГ) - Р.АЛАЗЕЯ,69.17,154.5,Р.АЛАЗЕЯ,177
03904,3904,ИЭМА (ОГП ПРИ ИЭМА М) - ОЗ.ЭМАНДЖА,65.3,135.8,ОЗ.ЭМАНДЖА,177
75780,75780,СПАС - Р.УХРА,58.2,39.9,Р.УХРА,178
06900,6900,ЧИТА-оз.Кенон - ОЗ.КЕНОН,52.03,113.4,ОЗ.КЕНОН,180
75769,75769,ИСТРИНСКИЙ Г/УЗЕЛ - BДХР.ИСТРИНСКОЕ,56.0,36.83,BДХР.ИСТРИНСКОЕ,180
75905,75905,ТВЕРЬ,56.87,35.92,,180
75905,75905,ТВЕРЬ - ВДХР.ИВАНЬКОВСКОЕ,56.83,35.9,ВДХР.ИВАНЬКОВСКОЕ,180
75922,75922,"ЧЕРЕПОВЕЦ - ВДХР.РЫБИНСКОЕ, Р.ШЕКСНА",59.13,37.95,"ВДХР.РЫБИНСКОЕ, Р.ШЕКСНА",180
75935,75935,КИНЕШМА (ОГП ПРИ КИНЕШМА ОГМС) - ВДХР.ГОРЬКОBСКОЕ,57.35,42.18,ВДХР.ГОРЬКОBСКОЕ,180
75951,75951,"КИСНЕМА - ВДХР.ШЕКСНИНСКОЕ, ОЗ.БЕЛОЕ",60.31,37.71,"ВДХР.ШЕКСНИНСКОЕ, ОЗ.БЕЛОЕ",180
75952,75952,"БЕЛОЗЕРСК - ВДХР.ШЕКСНИНСКОЕ, ОЗ.БЕЛОЕ",60.03,37.78,"ВДХР.ШЕКСНИНСКОЕ, ОЗ.БЕЛОЕ",180
75953,75953,"КРОХИНО - ВДХР.ШЕКСНИНСКОЕ, Р.ШЕКСНА",60.06,38.06,"ВДХР.ШЕКСНИНСКОЕ, Р.ШЕКСНА",180
75954,75954,"ИВАНОВ БОР - ВДХР.ШЕКСНИНСКОЕ, ОЗ.БЕЛОЕ",59.76,38.25,"ВДХР.ШЕКСНИНСКОЕ, ОЗ.БЕЛОЕ",180
75955,75955,"БОЛЬШОЙ ПЕПЕЛ - ВДХР.ШЕКСНИНСКОЕ, Р.СИЗЬМА",59.66,38.73,"ВДХР.ШЕКСНИНСКОЕ, Р.СИЗЬМА",180
05001,5001,ЕКАТЕРИНО-НИКОЛЬСКОЕ (ГП ПРИ ЕКАТЕРИНО-НИКОЛЬСКОЕ М-2) - Р.АМУР,47.75,130.97,Р.АМУР,181
05001,5001,ЕКАТЕРИНО-НИКОЛЬСКОЕ - Р.АМУР,47.7333333333333,130.97,Р.АМУР,181
05002,5002,НАГИБОВО - Р.АМУР,47.7373888888889,131.533972222222,Р.АМУР,181
05004,5004,ЛЕНИНСК(ГП ПРИ ЛЕНИНСКОЕ М) - Р.АМУР,47.93,132.48,Р.АМУР,181
05008,5008,"НИЖНЕСПАССКОЕ - Р.АМУР, ПРОТОКА НИЖНЕСПАССКАЯ",48.45,134.52,"Р.АМУР, ПРОТОКА НИЖНЕСПАССКАЯ",181
05009,5009,"КАЗАКЕВИЧЕВО - Р.АМУР, ПРОТОКА АМУРСКАЯ",48.27,134.72,"Р.АМУР, ПРОТОКА АМУРСКАЯ",181
05012,5012,ХАБАРОВСК - Р.АМУР,48.46,135.08,Р.АМУР,181
05013,5013,ХАБАРОВСК - Р.АМУР,48.48,135.03,Р.АМУР,181
05013,5013,ХАБАРОВСК (ГП ПРИ ХАБАРОВСК Г) - Р.АМУР,48.48,135.03,Р.АМУР,181
05013,5013,"Катер ""Владимир Шевченко"" - р. Амур",48.4833333333333,135.033333333333,р. Амур,181
05016,5016,ЕЛАБУГА (ГП ПРИ ЕЛАБУГА М) - Р.АМУР,48.81,135.88,Р.АМУР,181
05016,5016,ЕЛАБУГА - Р.АМУР,48.82,135.88,Р.АМУР,181
05019,5019,ТРОИЦКОЕ - Р.АМУР,49.45,136.56,Р.АМУР,181
05019,5019,ТРОИЦКОЕ (ГП ПРИ ТРОИЦКОЕ М) - Р.АМУР,49.46,136.56,Р.АМУР,181
05020,5020,МАЛМЫЖ - Р.АМУР,49.87,136.75,Р.АМУР,181
05024,5024,КОМСОМОЛЬСК-НА-АМУРЕ (ГП ПРИ КОМСОМОЛЬСК-НА-АМУРЕ Г) - Р.АМУР,50.53,137.05,Р.АМУР,181
05024,5024,КОМСОМОЛЬСК-НА-АМУРЕ - Р.АМУР,50.53,137.03,Р.АМУР,181
05026,5026,НИЖНЕТАМБОВСКОЕ - Р.АМУР,50.92,138.18,Р.АМУР,181
05026,5026,НИЖНЕТАМБОВСКОЕ (ГП ПРИ НИЖНЕТАМБОВСКОЕ М) - Р.АМУР,50.93,138.18,Р.АМУР,181
05029,5029,ЦИММЕРМАНОВКА - Р.АМУР,51.33,139.28,Р.АМУР,181
05029,5029,ЦИММЕРМАНОВКА (ГП ПРИ ЦИММЕРМАНОВКА М) - Р.АМУР,51.33,139.25,Р.АМУР,181
05031,5031,"МАРИИНСКОЕ (ГП ПРИ МАРИИНСК М) - Р.АМУР, ПРОТОКА МАРИИНСКАЯ",51.73,140.18,"Р.АМУР, ПРОТОКА МАРИИНСКАЯ",181
05031,5031,МАРИИНСК - Р.АМУР,51.73,140.18,Р.АМУР,181
05033,5033,БОГОРОДСКОЕ (ГП ПРИ БОГОРОДСКОЕ М) - Р.АМУР,52.38,140.46,Р.АМУР,181
05033,5033,"БОГОРОДСКОЕ - МОРЕ ОХОТСКОЕ, Р.АМУР",52.38,140.47,"МОРЕ ОХОТСКОЕ, Р.АМУР",181
05036,5036,САМАРА - Р.САМАРА(БОЛЬШАЯ САМАРА),47.83,131.23,Р.САМАРА(БОЛЬШАЯ САМАРА),181
05044,5044,БИДЖАН - Р.БИДЖАН,47.98,131.95,Р.БИДЖАН,181
05055,5055,БИРАКАН - Р.БОЛЬШАЯ БИРА,48.98,131.72,Р.БОЛЬШАЯ БИРА,181
05059,5059,БИРА - Р. БИРА (БОЛЬШАЯ БИРА),48.75,132.92,Р. БИРА (БОЛЬШАЯ БИРА),181
05063,5063,БИРОБИДЖАН - Р.БИРА (БОЛЬЩАЯ БИРА),48.78,132.92,Р.БИРА (БОЛЬЩАЯ БИРА),181
05072,5072,КУЛЬДУР - Р.КУЛЬДУР,49.22,131.63,Р.КУЛЬДУР,181
05074,5074,ИЗВЕСТКОВАЯ - Р.КУЛЬДУР,48.98,131.58,Р.КУЛЬДУР,181
05081,5081,КИРГА - Р.КИРГА,48.88,132.83,Р.КИРГА,181
05082,5082,БИРОБИДЖАН - Р.ИКУРА,48.77,132.98,Р.ИКУРА,181
05085,5085,ВЕРХНЯЯ БРЕЕВКА - Р.УССУРИ,43.48,133.5,Р.УССУРИ,181
05089,5089,ЧУГУЕВКА - Р.УССУРИ,44.09,133.52,Р.УССУРИ,181
05092,5092,НОВОМИХАЙЛОВКА - Р.УССУРИ,44.16,134.47,Р.УССУРИ,181
05094,5094,КОКШАРОВКА - Р.УССУРИ,44.31,134.02,Р.УССУРИ,181
05105,5105,КИРОВСКИЙ - Р.УССУРИ,45.06,133.3,Р.УССУРИ,181
05105,5105,КИРОВСКИЙ (ГП ПРИ КИРОВСКИЙ М) - Р.УССУРИ,45.05,133.32,Р.УССУРИ,181
05108,5108,ЛЕСОЗАВОДСК - Р.УССУРИ,45.28,133.23,Р.УССУРИ,181
05108,5108,ЛЕСОЗАВОДСК (ГП ПРИ ЛЕСОЗАВОДСК М) - Р.УССУРИ,45.28,133.23,Р.УССУРИ,181
05110,5110,ГРАФСКОЕ - Р.УССУРИ,45.57,133.4,Р.УССУРИ,181
05111,5111,КНЯЖЕВСКОЕ - р. Уссури,46.05,133.44,р. Уссури,181
05112,5112,ТАРТАШЕВКА - Р.УССУРИ,46.15,133.51,Р.УССУРИ,181
05113,5113,ЛОНЧАКОВО - Р.УССУРИ,47.1,134.22,Р.УССУРИ,181
05115,5115,ШЕРЕМЕТЬЕВО - Р.УССУРИ,47.36,134.25,Р.УССУРИ,181
05116,5116,ВЕНЮКОВО - Р.УССУРИ,47.48,134.57,Р.УССУРИ,181
05117,5117,НОВОСОВЕТСКОЕ - Р.УССУРИ,47.9,134.65,Р.УССУРИ,181
05122,5122,ИЗВИЛИНКА - Р.ИЗBИЛИНКА,43.53,133.57,Р.ИЗBИЛИНКА,181
05128,5128,КАМЕНКА - Р.КАМЕНКА,44.2,133.57,Р.КАМЕНКА,181
05132,5132,АНТОНОВКА - Р.ПАBЛОBКА,44.23,134.27,Р.ПАBЛОBКА,181
05135,5135,УБОРКА - Р.ПАBЛОBКА,44.25,134.04,Р.ПАBЛОBКА,181
05148,5148,ВИНОГРАДОВКА - Р.АРСЕНЬЕBКА,43.46,132.57,Р.АРСЕНЬЕBКА,181
05151,5151,АНУЧИНО - Р.АРСЕНЬЕBКА,43.58,133.04,Р.АРСЕНЬЕBКА,181
05151,5151,АНУЧИНО (ГП ПРИ АНУЧИНО М) - Р.АРСЕНЬЕBКА,43.57,133.04,Р.АРСЕНЬЕBКА,181
05155,5155,ЯКОВЛЕВКА - Р.АРСЕНЬЕBКА,44.25,133.29,Р.АРСЕНЬЕBКА,181
05160,5160,ГРОДЕКОВО - Р.МУРАBЕЙКА,43.52,133.1,Р.МУРАBЕЙКА,181
05166,5166,ЧЕРНЫШЕВКА - Р.ТИХАЯ,44.12,133.08,Р.ТИХАЯ,181
05167,5167,ВАРФОЛОМЕЕВКА - Р.BАРФОЛОМЕЕBКА,43.18,133.26,Р.BАРФОЛОМЕЕBКА,181
05171,5171,КРЫЛОВКА - Р.КРЫЛОBКА,44.57,133.42,Р.КРЫЛОBКА,181
05177,5177,НОВОМИХАЙЛОВКА - р. Сунгача,45.05,132.85,р. Сунгача,181
05182,5182,МАРКОВО - р. Сунгач,45.33,133.19,р. Сунгач,181
05190,5190,СПАССК-ДАЛЬНИЙ - Р.СПАСОBКА,44.36,132.51,Р.СПАСОBКА,181
05199,5199,СПАССКОЕ - Р.КУЛЕШОBКА,44.36,132.49,Р.КУЛЕШОBКА,181
05202,5202,НОВОВЛАДИМИРОВКА - Р.ОДАРКА,44.36,133.07,Р.ОДАРКА,181
05208,5208,ИВАНОВКА - Р.ИЛИСТАЯ,43.58,132.28,Р.ИЛИСТАЯ,181
05211,5211,ХАЛКИДОН - Р.ИЛИСТАЯ,44.16,132.24,Р.ИЛИСТАЯ,181
05211,5211,ХАЛКИДОН (ГП ПРИ ХАЛКИДОН Г) - Р.ИЛИСТАЯ,44.16,132.24,Р.ИЛИСТАЯ,181
