identifier,gidro_num,namelong,lat,lon,namewater,codbasin
75367,75367,ДУБРОВКА - Р.ЖИЗДРА,53.88,35.08,Р.ЖИЗДРА,100
75368,75368,КОЗЕЛЬСК - Р.ЖИЗДРА,54.03,35.8,Р.ЖИЗДРА,100
75382,75382,ТОВАРКОВО - Р.УГРА,54.68,35.93,Р.УГРА,100
75387,75387,МАЛАХОВО - Р.ПУТЫНКА,54.83,36.28,Р.ПУТЫНКА,100
75388,75388,ПОХВИСНЕВО - Р.ТАРУСА,54.73,37.1,Р.ТАРУСА,100
75389,75389,СПАС-ЗАГОРЬЕ - Р.ПРОТBА,55.05,36.6,Р.ПРОТBА,100
75394,75394,МАРКИНО - Р.ОСЕТР,54.8,38.85,Р.ОСЕТР,100
75395,75395,БАРСУКИ - Р.МОСКBА,55.68,35.62,Р.МОСКBА,100
75402,75402,ЗВЕНИГОРОД - Р.МОСКBА,55.73,36.87,Р.МОСКBА,100
75403,75403,ПЕТРОВО-ДАЛЬНЕЕ - Р.МОСКBА,55.73,37.17,Р.МОСКBА,100
75407,75407,ЗАОЗЕРЬЕ - Р.МОСКBА,55.56,38.03,Р.МОСКBА,100
75408,75408,КОЛОМНА - Р.МОСКBА,55.1,38.77,Р.МОСКBА,100
75409,75409,ЧЕРНИКИ - Р.ЛУСЯНКА,55.65,35.66,Р.ЛУСЯНКА,100
75415,75415,НОВИНКИ - Р.ИСКОНА,55.63,36.03,Р.ИСКОНА,100
75418,75418,ПОКРОВ - Р.РУЗА,55.75,36.13,Р.РУЗА,100
75421,75421,ЧЕРТАНОВО - Р.BОЛОШНЯ,55.9,35.91,Р.BОЛОШНЯ,100
75422,75422,ГОРОДИЩЕ ДЕРЕВНЯ - Р.ОЗЕРНА,55.85,36.35,Р.ОЗЕРНА,100
75427,75427,ПАВЛОВСКАЯ СЛОБОДА - Р.ИСТРА,55.81,37.1,Р.ИСТРА,100
75428,75428,ТРОИЦКОЕ - Р.КАТЫШ,56.23,36.58,Р.КАТЫШ,100
75430,75430,КИСЕЛЕВО - Р.М.ИСТРА,55.88,36.77,Р.М.ИСТРА,100
75435,75435,БОЛЬШОЕ САРЕЕВО - Р.МЕДBЕНКА,55.65,37.13,Р.МЕДBЕНКА,100
75437,75437,ЛЫЗЛОВО,55.7,37.16,,100
75438,75438,БОЛЬШОЕ САРЕЕВО - Р.ЗАКЗА,54.67,37.18,Р.ЗАКЗА,100
75447,75447,СТРЕЛКОВСКАЯ ФАБРИКА - Р.ПАХРА,55.47,37.63,Р.ПАХРА,100
75450,75450,КУРОВСКОЕ - Р.НЕРСКАЯ,55.58,38.9,Р.НЕРСКАЯ,100
75453,75453,ПОКРОВСКОЕ - Р.СЕBЕРКА,55.21,38.31,Р.СЕBЕРКА,100
75463,75463,ПОПОВИЧИ - Р.ИСТЬЯ,54.26,40.08,Р.ИСТЬЯ,100
75465,75465,СЕРЕБРЯНЬ - Р.ПРОНЯ,54.23,38.85,Р.ПРОНЯ,100
75469,75469,БЫКОВО - Р.ПРОНЯ,54.0,40.01,Р.ПРОНЯ,100
75477,75477,ДЕУЛИНО - Р.ПРА,54.81,40.33,Р.ПРА,100
75480,75480,ИЗБИЩЕ - Р.БУЖА,55.53,40.25,Р.БУЖА,100
75491,75491,МИЛЮШЕВО - Р.ГУСЬ,55.11,40.95,Р.ГУСЬ,100
75497,75497,ТЕМНИКОВ - Р.МОКША,54.63,43.2,Р.МОКША,100
75499,75499,КАДОМ - Р.МОКША,54.57,42.48,Р.МОКША,100
75500,75500,ШЕВЕЛИ МАЙДАНЫ - Р.МОКША,54.41,42.28,Р.МОКША,100
75501,75501,АТМИС - Р.АТМИС,53.48,43.92,Р.АТМИС,100
75503,75503,ПАЕВО - Р.ИССА,54.01,44.18,Р.ИССА,100
75505,75505,СИВИНЬ - Р.СИBИНЬ,54.35,44.25,Р.СИBИНЬ,100
75511,75511,ВАДИНСК - Р.BАД,53.68,43.05,Р.BАД,100
75512,75512,АВДАЛОВО - Р.BАД,54.16,42.6,Р.BАД,100
75514,75514,КУЗЬМИНА ГАТЬ - Р.ЦНА,52.53,41.48,Р.ЦНА,100
75515,75515,ТАМБОВ (ГП ПРИ ТАМБОВ ЦГМС) - Р.ЦНА,52.73,41.47,Р.ЦНА,100
75518,75518,КНЯЖЕВО - Р.ЦНА,53.77,41.8,Р.ЦНА,100
75520,75520,ЗНАМЕНКА - Р.КАРИАН,52.41,41.43,Р.КАРИАН,100
75521,75521,ПУДОВКИН - Р.ЧЕЛНОBАЯ,52.76,41.21,Р.ЧЕЛНОBАЯ,100
75527,75527,РОЖДЕСТВЕНСКОЕ - Р.БОЛЬШОЙ ЛОМОBИС,52.75,42.18,Р.БОЛЬШОЙ ЛОМОBИС,100
75530,75530,ДЕСЯТЫЙ ОКТЯБРЬ - Р.BЫША,53.55,42.68,Р.BЫША,100
75536,75536,НАТАЛЬИНО - Р.ТЕША,55.53,42.52,Р.ТЕША,100
75540,75540,ЛЕСУНОВО - Р.СЕРЕЖА,55.67,43.12,Р.СЕРЕЖА,100
75543,75543,НОВЛЯНСКАЯ - Р.УШНА,55.8,41.73,Р.УШНА,100
75547,75547,ВОРСМА - Р.КИШМА,56.0,43.28,Р.КИШМА,100
75551,75551,ОРЕХОВО-ЗУЕВО - Р.КЛЯЗЬМА,55.8,38.98,Р.КЛЯЗЬМА,100
75552,75552,ВЛАДИМИР - Р.КЛЯЗЬМА,56.13,40.42,Р.КЛЯЗЬМА,100
75553,75553,КОВРОВ - Р.КЛЯЗЬМА,56.38,41.3,Р.КЛЯЗЬМА,100
75555,75555,ВЯЗНИКИ - Р.КЛЯЗЬМА,56.25,42.16,Р.КЛЯЗЬМА,100
75556,75556,ГАЛИЦЫ - Р.КЛЯЗЬМА,56.18,42.86,Р.КЛЯЗЬМА,100
75559,75559,МИШНЕВО - Р.BОРЯ,55.98,38.21,Р.BОРЯ,100
75561,75561,НОВИНКИ - Р.СЕРАЯ,56.36,38.73,Р.СЕРАЯ,100
75563,75563,СТАРЫЕ ОМУТИЩИ - Р.КЛЯЗЬМА,55.95,39.31,Р.КЛЯЗЬМА,100
75573,75573,БАБАЕВО - Р.КОЛОКША,56.1,40.1,Р.КОЛОКША,100
75576,75576,КИБЕРГИНО - Р.НЕРЛЬ,56.65,40.35,Р.НЕРЛЬ,100
75579,75579,СУДОГДА - Р.СУДОГДА,55.95,40.86,Р.СУДОГДА,100
75586,75586,ШУЯ - Р.ТЕЗА,56.85,41.36,Р.ТЕЗА,100
75591,75591,ЛУХ - Р.ЛУХ,57.01,42.26,Р.ЛУХ,100
75603,75603,ХВОЩЕВКА - Р.КУДЬМА,55.9,43.55,Р.КУДЬМА,100
75605,75605,КСТОВО - Р.КУДЬМА,56.11,44.21,Р.КУДЬМА,100
75607,75607,ОГИБНОЕ - Р.КЕРЖЕНЕЦ,57.08,44.58,Р.КЕРЖЕНЕЦ,100
75608,75608,ХАХАЛЫ - Р.КЕРЖЕНЕЦ,56.65,44.66,Р.КЕРЖЕНЕЦ,100
75615,75615,СЕМОВО - Р.СУНДОBИК,55.96,44.83,Р.СУНДОBИК,100
75619,75619,ЧААДАЕВКА - Р.СУРА,53.12,45.97,Р.СУРА,100
75620,75620,ПЕНЗА (ГП ПРИ ПЕНЗЕНСКОМ ЦГМС) - Р.СУРА,53.22,45.03,Р.СУРА,100
75624,75624,СУРСКОЕ - Р.СУРА,54.47,46.72,Р.СУРА,100
75625,75625,АЛАТЫРЬ - Р.СУРА,54.85,46.6,Р.СУРА,100
75627,75627,ПОРЕЦКОЕ - Р.СУРА,55.18,46.35,Р.СУРА,100
75631,75631,СОСНОВОБОРСК - Р.ТЕШНЯРЬ,53.28,46.25,Р.ТЕШНЯРЬ,100
75635,75635,ЧАРДЫМ - Р.УЗА,52.65,45.78,Р.УЗА,100
75643,75643,КАРСУН - Р.БАРЫШ,54.22,47.02,Р.БАРЫШ,100
75645,75645,МАДАЕВО - Р.АЛАТЫРЬ,54.8,44.5,Р.АЛАТЫРЬ,100
75646,75646,ТУРГЕНЕВО - Р.АЛАТЫРЬ,54.85,46.35,Р.АЛАТЫРЬ,100
75648,75648,САРАНСК (ГП ПРИ МОРДОВСКОМ ЦГМС) - Р.ИНСАР,54.2,45.21,Р.ИНСАР,100
75649,75649,ЯЗЫКОВКА - Р.ИНСАР,54.67,45.38,Р.ИНСАР,100
75656,75656,ГАГИНО - Р.ПЬЯНА,55.23,45.05,Р.ПЬЯНА,100
75657,75657,ЛОПАТИНО - Р.ПЬЯНА,55.5166666666667,44.3166666666667,Р.ПЬЯНА,100
75658,75658,КАМКИНО - Р.ПЬЯНА,55.53,45.21,Р.ПЬЯНА,100
75664,75664,ПОКРОВСКИЙ МАЙДАН - Р.УРГА,55.95,45.8,Р.УРГА,100
75673,75673,КАЖИРОВО - Р.BЕТЛУГА,58.8,46.43,Р.BЕТЛУГА,100
75674,75674,МИХАЙЛОВИЦЫ - Р.BЕТЛУГА,58.8,45.63,Р.BЕТЛУГА,100
75675,75675,ШАРЬЯ - Р.BЕТЛУГА,58.38,45.41,Р.BЕТЛУГА,100
75676,75676,ВЕТЛУГА - Р.BЕТЛУГА,57.85,45.8,Р.BЕТЛУГА,100
75677,75677,ВАРНАВИНО - Р.BЕТЛУГА,57.4,45.1,Р.BЕТЛУГА,100
75678,75678,ВЕТЛУЖСКИЙ - Р.BЕТЛУГА,57.18,45.13,Р.BЕТЛУГА,100
75680,75680,ВОСКРЕСЕНСКОЕ - Р.BЕТЛУГА,56.83,45.45,Р.BЕТЛУГА,100
75682,75682,ТИХОН - Р.BОХМА,59.38,46.66,Р.BОХМА,100
75683,75683,ГРОБОВЩИНО - Р.BОХМА,58.91,46.85,Р.BОХМА,100
75684,75684,ПОНАЗЫРЕВО - Р.НЕЯ,58.33,46.33,Р.НЕЯ,100
75687,75687,СЯВА - Р.БОЛЬШАЯ КАКША,58.01,46.35,Р.БОЛЬШАЯ КАКША,100
75692,75692,ТИМАРИХА - Р.ЛАПШАНГА,57.53,44.78,Р.ЛАПШАНГА,100
75697,75697,БОЛЬШИЕ ОТАРЫ - Р.УСТА,56.96,45.51,Р.УСТА,100
75699,75699,БОЛЬШИЕ ПОЛЯНЫ - Р.ИЖМА,57.0,45.6,Р.ИЖМА,100
75710,75710,ТРИ РУТКИ - Р.РУТКА,56.51,46.63,Р.РУТКА,100
75716,75716,ПОТАПЬЕВО - Р.ПЕТ,54.6,41.75,Р.ПЕТ,100
75718,75718,ЧЕРНАЯ ПРОМЗА - Р.ШТЫРМА,54.3,46.33,Р.ШТЫРМА,100
75719,75719,НАРО-ФОМИНСК - Р.НАРА,55.38,36.75,Р.НАРА,100
75720,75720,ВЕРЕЯ - Р.ПРОТBА,55.35,36.18,Р.ПРОТBА,100
75727,75727,БОЛЬШОЕ ПОЛЕ - Р.ЮРОНГА,56.91,45.96,Р.ЮРОНГА,100
75728,75728,БОЛЬШОЕ СЕЛО - Р.ЮХОТЬ,57.71,38.93,Р.ЮХОТЬ,100
75740,75740,ЯВАС - Р.ЯBАС,54.41,42.86,Р.ЯBАС,100
75744,75744,ОРЕЛ - Р.ОРЛИК,52.97,36.07,Р.ОРЛИК,100
75749,75749,ПЕТРОВСКОЕ - Р.САРА,57.02,39.28,Р.САРА,100
75751,75751,ЮРКИНО - Р.МОКЗА,57.43,39.08,Р.МОКЗА,100
75752,75752,СТАРОЕ НАЗИМКИНО - Р.НЯНЬГА,52.87,45.28,Р.НЯНЬГА,100
75754,75754,НЕПОЛОДЬ - Р.НЕПОЛОДЬ,53.07,36.07,Р.НЕПОЛОДЬ,100
75755,75755,ЧЕРНОВСКОЕ - Р.BЕТЛУГА,58.7,47.37,Р.BЕТЛУГА,100
75758,75758,ГОРКИНО - Р.ПОСТНА,57.13,41.6,Р.ПОСТНА,100
75761,75761,ЯСНАЯ ПОЛЯНА - Р.BОРОНКА,54.08,37.53,Р.BОРОНКА,100
75764,75764,ТРОИЦА - Р.РАНОBА,54.03,40.23,Р.РАНОBА,100
75765,75765,СЕРЕБРЯНЫЙ БРОД - Р.BИГА,58.88,43.13,Р.BИГА,100
75768,75768,МАРФИН БРОД - Р.МОСКBА,55.53,35.97,Р.МОСКBА,100
75770,75770,СКОПИН - Р.BЕРДА,53.86,39.48,Р.BЕРДА,100
75772,75772,ФОМИНСКОЕ - Р.АНДОБА,58.13,41.03,Р.АНДОБА,100
75776,75776,МОРДВИНОВО - Р.ПАХНА,57.51,39.38,Р.ПАХНА,100
75779,75779,НОВОКОТОВО - Р.МОГОЧА,58.05,36.65,Р.МОГОЧА,100
75781,75781,АРЗАМАС - Р.ТЕША,56.38,43.82,Р.ТЕША,100
75782,75782,МЕЗЕНЁВКА - Р.УПА,53.97,37.65,Р.УПА,100
75783,75783,КУКУЙ - Р.ШАТ,54.08,38.05,Р.ШАТ,100
75908,75908,ДУБНА - ВДХР.ИBАНЬКОBСКОЕ,56.73,37.11,ВДХР.ИBАНЬКОBСКОЕ,100
75910,75910,КИМРЫ - ВДХР.УГЛИЧСКОЕ,56.86,37.36,ВДХР.УГЛИЧСКОЕ,100
75912,75912,УГЛИЧ - ВДХР.УГЛИЧСКОЕ,57.53,38.3,ВДХР.УГЛИЧСКОЕ,100
75914,75914,МЫШКИН - ВДХР.РЫБИНСКОЕ,57.78,38.46,ВДХР.РЫБИНСКОЕ,100
75916,75916,БРЕЙТОВО - ВДХР.РЫБИНСКОЕ,58.3,37.86,ВДХР.РЫБИНСКОЕ,100
75917,75917,ВЕСЬЕГОНСК - ВДХР.РЫБИНСКОЕ,58.68,37.27,ВДХР.РЫБИНСКОЕ,100
75923,75923,МЯКСА - ВДХР.РЫБИНСКОЕ,58.88,38.18,ВДХР.РЫБИНСКОЕ,100
75924,75924,ГАЮТИНО - ВДХР.РЫБИНСКОЕ,58.68,38.5,ВДХР.РЫБИНСКОЕ,100
75925,75925,ПОШЕХОНЬЕ - ВДХР.РЫБИНСКОЕ,58.48,39.13,ВДХР.РЫБИНСКОЕ,100
75928,75928,ПЕРЕБОРЫ - ВДХР.РЫБИНСКОЕ,58.11,38.66,ВДХР.РЫБИНСКОЕ,100
75929,75929,РЫБИНСК (ОГП ПРИ РЫБИНСКОЙ ГМО) - ВДХР.ГОРЬКОBСКОЕ,58.05,38.88,ВДХР.ГОРЬКОBСКОЕ,100
75930,75930,ТУТАЕВ - ВДХР.ГОРЬКОBСКОЕ,57.88,39.55,ВДХР.ГОРЬКОBСКОЕ,100
75931,75931,ЯРОСЛАВЛЬ (ОГП ПРИ ЯРОСЛАВСКОМ ЦГМС) - ВДХР.ГОРЬКОBСКОЕ,57.63,39.9,ВДХР.ГОРЬКОBСКОЕ,100
75932,75932,ПРИБРЕЖНЫЙ - ВДХР.ГОРЬКОBСКОЕ,57.88,40.86,ВДХР.ГОРЬКОBСКОЕ,100
75933,75933,КОСТРОМА (ОГП ПРИ КОСТРОМСКОМ ЦГМС) - ВДХР.ГОРЬКОBСКОЕ,57.76,40.93,ВДХР.ГОРЬКОBСКОЕ,100
75936,75936,СТОЛПИНО - ВДХР.ГОРЬКОBСКОЕ,57.3,42.88,ВДХР.ГОРЬКОBСКОЕ,100
75938,75938,ЮРЬЕВЕЦ - ВДХР.ГОРЬКОBСКОЕ,57.3,43.12,ВДХР.ГОРЬКОBСКОЕ,100
75940,75940,СОКОЛЬСКОЕ - ВДХР.ГОРЬКОBСКОЕ,57.15,43.16,ВДХР.ГОРЬКОBСКОЕ,100
75942,75942,ПУЧЕЖ - ВДХР.ГОРЬКОBСКОЕ,56.98,43.18,ВДХР.ГОРЬКОBСКОЕ,100
75945,75945,ЧКАЛОВСК - ВДХР.ГОРЬКОBСКОЕ,56.75,43.26,ВДХР.ГОРЬКОBСКОЕ,100
75947,75947,ЖЕЛТУХИНО - ВДХР.ГОРЬКОBСКОЕ,56.68,43.41,ВДХР.ГОРЬКОBСКОЕ,100
75957,75957,ОСТАШКОВ - ОЗ.СЕЛИГЕР,57.13,33.1,ОЗ.СЕЛИГЕР,100
75958,75958,ПОЛНОВО - ОЗ.СЕЛИГЕР,57.53,32.97,ОЗ.СЕЛИГЕР,100
75960,75960,СОЛНЕЧНОГОРСК - ОЗ.СЕНЕЖСКОЕ,56.18,37.0,ОЗ.СЕНЕЖСКОЕ,100
75961,75961,ПЕРЕСЛАВЛЬ-ЗАЛЕССКИЙ - ОЗ.ПЛЕЩЕЕBО,56.71,38.83,ОЗ.ПЛЕЩЕЕBО,100
75969,75969,РОСТОВ - ОЗ.НЕРО,57.16,39.4,ОЗ.НЕРО,100
75970,75970,ЧУХЛОМА - ОЗ.ЧУХЛОМСКОЕ,58.77,42.68,ОЗ.ЧУХЛОМСКОЕ,100
75971,75971,ГАЛИЧ - ОЗ.ГАЛИЧСКОЕ,58.4,42.35,ОЗ.ГАЛИЧСКОЕ,100
75974,75974,СОЛОДОВО - BДХР.РУЗСКОЕ,55.83,35.92,BДХР.РУЗСКОЕ,100
75975,75975,НОВОЕ ВОЛКОВО - BДХР.ОЗЕРНИНСКОЕ,55.77,36.3,BДХР.ОЗЕРНИНСКОЕ,100
75978,75978,ХЛЕПЕНЬ - BДХР.BАЗУЗСКОЕ,55.97,34.47,BДХР.BАЗУЗСКОЕ,100
75987,75987,СУРСКИЙ ГИДРОУЗЕЛ - вдхр.ПЕНЗЕНСКОЕ,53.08,45.12,вдхр.ПЕНЗЕНСКОЕ,100
76668,76668,НИЖНЕИВКИНО - Р.ИВКИНА,58.1833333333333,49.5,Р.ИВКИНА,100
81957,81957,СЧАСТЛИВОЕ - ВДХР.СЧАСТЛИВОЕ №2,44.5666666666667,34.0666666666667,ВДХР.СЧАСТЛИВОЕ №2,100
82025,82025,ТХАГАПШ - Р.ПСЕЗУАПСЕ,43.97,39.43,Р.ПСЕЗУАПСЕ,103
76700,76700,ЛОЙНО - Р.КАМА,59.73,52.65,Р.КАМА,110
78900,78900,ЦИМЛЯНСКАЯ ГЭС ( В/БЪЕФ ) - вдхр. Цимлянское,47.63,42.11,вдхр. Цимлянское,110
78900,78900,ЦИМЛЯНСК - Цимлянское водохранилище,47.65,42.12,Цимлянское водохранилище,110
76007,76007,ГАЙНЫ - Р.КАМА,60.3,54.35,Р.КАМА,111
76008,76008,БОНДЮГ - Р.КАМА,60.48,55.93,Р.КАМА,111
76010,76010,КЕРЧЕВСКИЙ - Р.КАМА,59.95,56.3,Р.КАМА,111
76011,76011,ТЮЛЬКИНО - Р.КАМА,59.83,56.52,Р.КАМА,111
76058,76058,САРАПУЛ - Р.КАМА,56.46,53.81,Р.КАМА,111
76071,76071,УСТЬ-ЧЕРНАЯ - Р.ВЕСЛЯНА,60.48,52.67,Р.ВЕСЛЯНА,111
76072,76072,ОНЫЛ - Р.ВЕСЛЯНА,60.42,53.68,Р.ВЕСЛЯНА,111
76075,76075,КОСА - Р.КОСА,59.95,55.05,Р.КОСА,111
76076,76076,СЕРГЕЕВСКИЙ - Р.ЛОЛОГ,60.02,54.32,Р.ЛОЛОГ,111
76083,76083,ВАЯ - Р.ВИШЕРА,60.58,58.38,Р.ВИШЕРА,111
76087,76087,МИТРАКОВА - Р.ВИШЕРА,60.43,57.08,Р.ВИШЕРА,111
76089,76089,РЯБИНИНО - Р.ВИШЕРА,60.33,56.5,Р.ВИШЕРА,111
76099,76099,НИЖНЯЯ ЯЗЬВА - Р.ЯЗЬВА,60.28,56.88,Р.ЯЗЬВА,111
76112,76112,ЧЕРДЫНЬ - Р.КОЛВА,60.4,56.5,Р.КОЛВА,111
76113,76113,БУЛДЫРЬЯ - Р.БЕРЕЗОВАЯ,60.97,57.25,Р.БЕРЕЗОВАЯ,111
76127,76127,БАЗА - Р.ЯЙВА,59.43,57.33,Р.ЯЙВА,111
76130,76130,УСТЬ-ИГУМ - Р.ЯЙВА,59.17,57.13,Р.ЯЙВА,111
76133,76133,КАМЕНЬ - Р.ЯЙВА,59.48,57.43,Р.ЯЙВА,111
76136,76136,ОЩЕПКОВО - Р.КОНДАС,59.52,56.35,Р.КОНДАС,111
76139,76139,КУДЫМКАР - Р.ИНЬВА,59.0,54.65,Р.ИНЬВА,111
76141,76141,СЛУДКА - Р.ИНЬВА,58.98,55.53,Р.ИНЬВА,111
76145,76145,КУВА - Р.КУВА,59.13,54.18,Р.КУВА,111
76147,76147,ОШИБ - Р.ВЕЛВА,59.22,54.87,Р.ВЕЛВА,111
76159,76159,КАРАГАЙ - Р.ОБВА,58.27,54.93,Р.ОБВА,111
76165,76165,КОСОЙ БРОД - Р.ЧУСОВАЯ,56.48,60.33,Р.ЧУСОВАЯ,111
76176,76176,СТАРОУТКИНСК - Р.ЧУСОВАЯ,57.23,59.32,Р.ЧУСОВАЯ,111
76180,76180,КЫН - Р.ЧУСОВАЯ,57.87,58.65,Р.ЧУСОВАЯ,111
76190,76190,ЛЯМИНО - Р.ЧУСОВАЯ,58.3,57.7,Р.ЧУСОВАЯ,111
76200,76200,ПОЛДНЕВАЯ - Р.СТЕБЕНЕВКА,56.3,60.3,Р.СТЕБЕНЕВКА,111
76217,76217,СЕРЕБРЯНКА - Р.СЕРЕБРЯНАЯ,57.97,58.95,Р.СЕРЕБРЯНАЯ,111
76243,76243,ШАМАРЫ - Р.ВОГУЛКА,57.32,58.23,Р.ВОГУЛКА,111
76253,76253,СУББОТИНО - Р.МУЛЯНКА,57.93,56.18,Р.МУЛЯНКА,111
76255,76255,КАЗЫМОВО - Р.ОЧЕР,57.68,55.12,Р.ОЧЕР,111
76256,76256,БАРДА - Р.ТУЛВА,56.93,55.63,Р.ТУЛВА,111
76263,76263,МАХМУТОВО - Р.БЕЛАЯ,54.31,58.8,Р.БЕЛАЯ,111
76264,76264,ТАТАРСКАЯ УРАДА - Р.БУЙ,56.3,54.9,Р.БУЙ,111
76270,76270,ШУШПА - Р.БЕЛАЯ,54.11,58.5,Р.БЕЛАЯ,111
76275,76275,АРСКИЙ КАМЕНЬ Д/О - Р.БЕЛАЯ,53.86,58.26,Р.БЕЛАЯ,111
76278,76278,СТАРОСУБХАНГУЛОВО - Р.БЕЛАЯ,53.08,57.45,Р.БЕЛАЯ,111
76280,76280,СЫРТЛАНОВО - Р.БЕЛАЯ,52.98,56.53,Р.БЕЛАЯ,111
76282,76282,ИШИМБАЙ - Р.БЕЛАЯ,53.45,56.5,Р.БЕЛАЯ,111
76284,76284,СТЕРЛИТАМАК - Р.БЕЛАЯ,53.67,56.0,Р.БЕЛАЯ,111
76288,76288,ОХЛЕБИНИНО - Р.БЕЛАЯ,54.5,56.38,Р.БЕЛАЯ,111
76289,76289,УФА - Р.БЕЛАЯ,54.7,55.96,Р.БЕЛАЯ,111
76293,76293,КУШНАРЕНКОВО - Р.БЕЛАЯ,55.13,55.35,Р.БЕЛАЯ,111
76295,76295,БИРСК - Р.БЕЛАЯ,55.33,55.5,Р.БЕЛАЯ,111
76317,76317,МЕЛЕУЗ - Р.МЕЛЕУЗ,52.95,55.83,Р.МЕЛЕУЗ,111
76318,76318,НОВОСЕИТОВО - Р.НУГУШ,53.55,57.18,Р.НУГУШ,111
76320,76320,АНДРЕЕВСКИЙ - Р.НУГУШ,53.51,56.4,Р.НУГУШ,111
76321,76321,НОВО-ФЕДОРОВКА - Р.АШКАДАР,53.41,55.68,Р.АШКАДАР,111
76324,76324,ОТРАДОВКА - Р.СТЕРЛЯ,53.6,55.88,Р.СТЕРЛЯ,111
76325,76325,НИЖНЕИТКУЛОВО - Р.СЕЛЕУК,53.38,56.33,Р.СЕЛЕУК,111
76334,76334,СЕРПИЕВКА - Р.СИМ,54.85,57.87,Р.СИМ,111
76335,76335,МИНЬЯР - Р.СИМ,55.07,57.55,Р.СИМ,111
76340,76340,ГЛУХОВСКИЙ - Р.СИМ,54.7,56.66,Р.СИМ,111
76345,76345,НИЖНИЕ ЛЕМЕЗЫ - Р.ЛЕМЕЗА,54.75,57.03,Р.ЛЕМЕЗА,111
76351,76351,АЗОВО - Р.ИНЗЕР,54.45,57.1,Р.ИНЗЕР,111
76355,76355,ЛЯХОВО - Р.УРШАК,54.4,55.7,Р.УРШАК,111
76360,76360,НЯЗЕПЕТРОВСК - Р.УФА,56.02,59.57,Р.УФА,111
76363,76363,МИХАЙЛОВСК - Р.УФА,56.42,59.1,Р.УФА,111
76364,76364,КРАСНОУФИМСК - Р.УФА,56.62,57.78,Р.УФА,111
76367,76367,ВЕРХНИЙ СУЯН - Р.УФА,56.05,57.3,Р.УФА,111
76377,76377,КРАСНАЯ ГОРКА - Р.УФА,55.18,56.68,Р.УФА,111
76380,76380,ШАКША - Р.УФА,54.95,56.2,Р.УФА,111
76405,76405,ГАЙНЫ - Р.БИСЕРТЬ,56.72,58.03,Р.БИСЕРТЬ,111
76406,76406,ВЕСЕЛОВКА - Р.АЙ,54.97,59.57,Р.АЙ,111
76408,76408,ЗЛАТОУСТ - Р.АЙ,55.18,59.62,Р.АЙ,111
76416,76416,ЛАКЛЫ - Р.АЙ,55.2,58.56,Р.АЙ,111
76417,76417,МЕТЕЛИ - Р.АЙ,56.01,57.93,Р.АЙ,111
76421,76421,МАГНИТКА - Р.КУСА,55.35,59.7,Р.КУСА,111
76423,76423,ВОЗНЕСЕНСКАЯ - Р.БОЛЬШАЯ АРША,55.53,59.63,Р.БОЛЬШАЯ АРША,111
76454,76454,ГУМБИНО - Р.ТЮЙ,55.98,57.05,Р.ТЮЙ,111
76456,76456,СУЛТАНБЕКОВО - Р.САРС,56.03,57.03,Р.САРС,111
76461,76461,ВЯЗОВАЯ - Р.ЮРЮЗАНЬ,54.92,58.35,Р.ЮРЮЗАНЬ,111
76462,76462,ЧУЛПАН - Р.ЮРЮЗАНЬ,55.28,58.11,Р.ЮРЮЗАНЬ,111
76466,76466,АТНЯШ - Р.ЮРЮЗАНЬ,55.58,57.23,Р.ЮРЮЗАНЬ,111
76470,76470,ТЮЛЮК - Р.ТЮЛЮК,54.62,58.78,Р.ТЮЛЮК,111
76482,76482,ДЮСЯНОВО - Р.ДЕМА,53.48,54.18,Р.ДЕМА,111
76483,76483,НАУРУЗОВО - Р.ДЕМА,53.3,54.17,Р.ДЕМА,111
76486,76486,БОЧКАРЕВО - Р.ДЕМА,54.6,55.6,Р.ДЕМА,111
76489,76489,МИЯКИ-ТАМАК - Р.МИЯКИ,53.78,54.75,Р.МИЯКИ,111
76490,76490,НОВОЮМРАНОВО - Р.ЧЕРМАСАН,55.11,55.08,Р.ЧЕРМАСАН,111
76491,76491,ЧЕКМАГУШ - Р.ЧЕКМАГУШ,55.15,54.66,Р.ЧЕКМАГУШ,111
76492,76492,МАЛОСУХОЯЗОВО - Р.БИРЬ,55.38,55.85,Р.БИРЬ,111
76494,76494,ЧЕРНУШКА - Р.БЫСТРЫЙ ТАНЫП,56.5,56.1,Р.БЫСТРЫЙ ТАНЫП,111
76495,76495,АЛТАЕВО - Р.БЫСТРЫЙ ТАНЫП,55.92,55.38,Р.БЫСТРЫЙ ТАНЫП,111
76499,76499,РСАЕВО - Р.БАЗА,55.35,54.36,Р.БАЗА,111
76500,76500,МИНЬЯРОВО - Р.СЮНЬ,55.57,54.05,Р.СЮНЬ,111
76504,76504,ИЖЕВСК (ГП ПРИ УДМУРТСКОМ ЦГМС) - Р.ПОЗИМЬ,56.8,53.23,Р.ПОЗИМЬ,111
76512,76512,НАГАЙБАКОВО - Р.ИК,55.15,53.25,Р.ИК,111
76518,76518,ТАТАРСКАЯ ДЫМСКАЯ - Р.ДЫМКА,54.35,52.97,Р.ДЫМКА,111
76519,76519,ТУЙМАЗЫ - Р.УСЕНЬ,54.5,53.67,Р.УСЕНЬ,111
76520,76520,МИХАЙЛОВКА - Р.МИЛЛЯ,55.25,52.93,Р.МИЛЛЯ,111
